"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"void at::native::lpnorm_cleanup<float, (at::native::NormType)1, float, float>(float const*, at::native::TensorListAddresses, int)","0.040925999999570195","0","0.040925999999570195","0","11","","0","0","0","0"
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4>)","0.03363100000034319","0","0.03363100000034319","0","11","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","0.01475200000195764","0","0.01475200000195764","0","11","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","0.016480000002833547","0","0.016480000002833547","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarTensorFunctor<float, 1, 1, 0>, std::multiplies<float>, float*, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarTensorFunctor<float, 1, 1, 0>, std::multiplies<float>, float*, float)","46.54904699999164","0","46.54904699999164","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)","94.57917799999471","0","94.57917799999471","0","154","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)","69.27517999999738","0","69.27517999999738","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)","69.1962290000142","0","69.1962290000142","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)","46.86690599999862","0","46.86690599999862","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)","46.86405299999804","0","46.86405299999804","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)","47.02794999999926","0","47.02794999999926","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)","88.44632199999329","0","88.44632199999329","0","77","","0","0","0","0"
"ProfilerStep*","13239.241545000003","0","13239.241545000003","0","10","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","0.31888099999981934","0","0.31888099999981934","0","40","","0","0","0","0"
"DataParallel.forward","7221.7527270000155","1865.6351459999996","0","886.6665100000209","20","","72808.73046875","-3525.8203125","0","0"
"Scatter","0.298786000007065","23.396405999998446","0","4.411258999999846","50","","1.8896484375","0","0","0"
"aten::chunk","0","2.1594999999997673","0","0.24082600000256207","40","","0","0","0","0"
"aten::split","0","1.9186739999972051","0","0.6366540000047535","40","","0","0","0","0"
"aten::narrow","0","76.26342299995804","0","24.26922899991693","11960","","0","0","0","0"
"aten::slice","0","52.600072000044634","0","44.05621200005931","12040","","-1135.1318359375","-760.4990234375","0","0"
"aten::as_strided","0","25.748734999931067","0","25.748734999931067","26440","","-2198.12744140625","-2198.12744140625","0.00005340576171875","0.00005340576171875"
"cudaEventRecord","0","14.864745000075665","0","14.864745000075665","10940","","0","0","0","0"
"cudaStreamWaitEvent","0","29.088240999944624","0","29.077563999944484","10940","","0","0","0","0"
"DataParallel.forward","28671.521503","0","28671.521503","0","80","","0","0","0","0"
"Broadcast","3371.963102999999","144.133426999999","3354.721891999998","40.633733000082195","10","","14578.095703125","-3284.0625","0","0"
"aten::flatten_dense_tensors","98.93602499999048","102.3049560000191","0","21.81477299995639","2080","","19933.1279296875","0","0","0"
"aten::view","0","55.67248700000695","0","55.67248700000695","30640","","-7254.2236328125","-7254.2236328125","0.0000152587890625","0.0000152587890625"
"aten::empty","0","125.03054299996141","0","105.57787299996149","8477","","137695.86279296875","137695.86279296875","0.0000152587890625","0.0000152587890625"
"cudaStreamGetCaptureInfo_v2","0","2.9235059999598887","0","2.9235059999598887","3760","","0","0","0","0"
"cudaLaunchKernelExC","0","30.762770999985978","0","30.752627999985823","3760","","0","0","0","0"
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)","6866.830274000014","0","6866.830274000014","0","2240","","0","0","0","0"
"aten::unflatten_dense_tensors","0","128.9610609999674","0","37.5708890000527","2060","","0","0","0","0"
"aten::cat","122.61916300000158","92.09645799997519","122.61916300000158","61.692979999967854","2510","","26989.86669921875","26838.64404296875","0","0.00002288818359375"
"cudaLaunchKernel","0","986.8221980000585","0","576.7398140000246","39722","","-29179.8134765625","-29179.8134765625","-0.00005340576171875","-0.00005340576171875"
"aten::view_as","0","4.832820999989751","0","2.56835600002401","1480","","0","0","0","0"
"cudaMemsetAsync","0","87.60669400003785","0","86.58715500002785","9634","","-6947.17236328125","-6947.17236328125","-0.00014495849609375","-0.00014495849609375"
"cudaOccupancyMaxActiveBlocksPerMultiprocessor","0","14.609396999993129","0","14.528386999988696","6316","","-447.0361328125","-447.0361328125","-0.0000457763671875","-0.0000457763671875"
"cudaStreamIsCapturing","0","4.494483000055072","0","4.494483000055072","2734","","66.9482421875","66.9482421875","0","0"
"Gather","3829.134111999997","202.82647200002114","0","39.30939800000389","520","","42930.634765625","0","0","0"
"aten::split_with_sizes","0","11.898951000000118","0","9.488465999980807","530","","0","0","0","0"
"cudaFree","0","806.1750349999909","0","806.1750349999909","421","","0","0","0","0"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_contig<at::native::(anonymous namespace)::OpaqueType<1u>, unsigned int, 1, 128, 1>(at::native::(anonymous namespace)::OpaqueType<1u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<1u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)","1.7944090000032447","0","1.7944090000032447","0","40","","0","0","0","0"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)","0.08358699999458623","0","0.08358699999458623","0","80","","0","0","0","0"
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)","4.380194000006304","0","4.380194000006304","0","160","","0","0","0","0"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})","0.8641300000066403","0","0.8641300000066403","0","80","","0","0","0","0"
"aten::mean","0.06377499999827706","2.0107639999985696","0.06377499999827706","1.3954589999999152","20","","0.009765625","0.009765625","0","0"
"aten::ones_like","0.01036599999992177","0.5438420000008773","0","0.07373400000005495","10","","0.0048828125","0","0","0"
"aten::empty_like","0","20.0964210000023","0","5.146971000029589","1270","","6862.71728515625","-74.41455078125","0.00000762939453125","0.00000762939453125"
"aten::fill_","212.96861599997607","16.70517600003758","212.96861599997607","9.518668000038364","700","","9429.060546875","5014.8291015625","0.00000762939453125","0.00002288818359375"
"autograd::engine::evaluate_function: MeanBackward0","0.01651300000026822","1.5419939999989","0","0.2352540000018198","10","","0.0048828125","0","0","0"
"MeanBackward0","0.01651300000026822","1.3067399999970803","0","0.17471399999421555","10","","0.0048828125","0","0","0"
"aten::expand","0","0.18698800000257323","0","0.15507600000221283","10","","0","0","0","0"
"aten::div","0.01651300000026822","0.9450380000002915","0.01651300000026822","0.6899700000023004","10","","0.0048828125","0.0048828125","0","0"
"autograd::engine::evaluate_function: GatherBackward","0.04016100000077859","6.360251000001794","0","0.40018899999919816","10","","0.0146484375","0","0","0"
"GatherBackward","0.04016100000077859","5.960062000002596","0","1.0833460000028134","10","","0.0146484375","0","0","0"
"aten::select","0","0.381850000000326","0","0.2214280000019353","40","","0","0","0","0"
"autograd::engine::evaluate_function: NllLossBackward0","62.267185999999754","28.342375999995742","0","2.3738129999949598","40","","41546.70263671875","-3534.67626953125","0","0"
"NllLossBackward0","62.267185999999754","25.96856300000078","0","0.5208779999989783","40","","45081.37890625","1471.58984375","0","0"
"aten::nll_loss_backward","62.267185999999754","25.4476850000018","1.460671000004746","1.803059999997844","40","","43609.7890625","32707.35546875","0","0"
"aten::zero_","212.95824999997615","21.027865000011634","0","4.596985999973956","690","","10722.6181640625","1293.5576171875","0.0000457763671875","0.00003814697265625"
"autograd::engine::evaluate_function: LogSoftmaxBackward0","243.13975400000263","25.60526800000423","0","0.5544600000049686","40","","-17782.501953125","-34128.462890625","0","0"
"LogSoftmaxBackward0","243.13975400000263","25.05080799999926","0","0.7465680000006687","40","","16345.9609375","2349.74853515625","0","0"
"aten::_log_softmax_backward_data","243.13975400000263","24.304239999998593","243.13975400000263","6.515413000001455","40","","13996.21240234375","19204.29931640625","0","0"
"autograd::engine::evaluate_function: ViewBackward0","0","129.96471299997276","0","83.00176899994398","5880","","-35415.33642578125","-22692.67431640625","0.0000152587890625","0.0000762939453125"
"ViewBackward0","0","46.96294400002877","0","17.821172000000136","5880","","-12722.662109375","-5020.4873046875","-0.00006103515625","-0.00000762939453125"
"aten::reshape","0","29.465521000033828","0","13.734470000053173","5920","","-10305.2216796875","-5973.15869140625","-0.00005340576171875","-0.0000457763671875"
"autograd::engine::evaluate_function: CloneBackward0","0","0.508142000002088","0","0.4826770000029355","40","","791.65673828125","791.65673828125","0","0"
"CloneBackward0","0","0.025464999999152495","0","0.025464999999152495","40","","0","0","0","0"
"autograd::engine::evaluate_function: SliceBackward0","405.34586299999955","12.656468000005697","0","2.8582630000106293","80","","-2114.29833984375","-35898.17236328125","0","0"
"SliceBackward0","405.34586299999955","9.798204999995068","0","0.29423899999062997","80","","33783.8740234375","399.01904296875","0","0"
"aten::slice_backward","405.34586299999955","9.50396600000444","0","0.8453460000082851","80","","33384.85498046875","-328.25390625","0","0"
"aten::zeros","146.2014919999952","9.319787000002922","0","2.321654000022332","170","","50838.4658203125","3442.06396484375","-0.00000762939453125","-0.00000762939453125"
"autograd::engine::evaluate_function: UnsafeViewBackward0","0","0.8374900000024355","0","0.3928999999999069","40","","-5336.09375","-1679.15234375","0","0"
"UnsafeViewBackward0","0","0.4445900000025285","0","0.12084099999733734","40","","-3656.94140625","-1053.89453125","0","0"
