"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_aligned16_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 3, 128, 1>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)","81.08131099997938","0","81.08131099997938","0","132","","0","0","0","0"
"void at::native::(anonymous namespace)::embedding_backward_feature_kernel<float, float, long>(long const*, float const*, float*, int, long, int)","0.44604800000053363","0","0.44604800000053363","0","11","","0","0","0","0"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)","0.06256400000036229","0","0.06256400000036229","0","31","","0","0","0","0"
"void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy800, false, long, unsigned long long>(unsigned long long*, long const*, unsigned long long, int, int)","0.09315200000058393","0","0.09315200000058393","0","11","","0","0","0","0"
"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy800, unsigned long long>(unsigned long long*)","0.026656000001472422","0","0.026656000001472422","0","11","","0","0","0","0"
"void at_cuda_detail::cub::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy800, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, int, int>(int*, int*, unsigned long long*, unsigned long long const*, long*, long const*, at::cuda::cub::detail::OpaqueType<8>*, at::cuda::cub::detail::OpaqueType<8> const*, int, int, int)","1.0738280000035885","0","1.0738280000035885","0","88","","0","0","0","0"
"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, true>, long*>(at_cuda_detail::cub::ScanTileState<int, true>, int, long*)","0.04784100000816397","0","0.04784100000816397","0","11","","0","0","0","0"
"void at_cuda_detail::cub::DeviceUniqueByKeySweepKernel<at_cuda_detail::cub::DeviceUniqueByKeyPolicy<long const*>::Policy520, long const*, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, long*, long*, long*, at_cuda_detail::cub::ScanTileState<int, true>, at_cuda_detail::cub::Equality, int>(long const*, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, long*, long*, long*, at_cuda_detail::cub::ScanTileState<int, true>, at_cuda_detail::cub::Equality, int, int)","0.07347100000281352","0","0.07347100000281352","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::krn_partials_per_segment<long>(long*, long const*, long const*, long)","0.029664000001735986","0","0.029664000001735986","0","11","","0","0","0","0"
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)","0.019742999998736195","0","0.019742999998736195","0","11","","0","0","0","0"
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<long>::Policy600, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, at::cuda::cub::(anonymous namespace)::SumOp<long>, at_cuda_detail::cub::detail::InputValue<long, long*>, int, long>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, at::cuda::cub::(anonymous namespace)::SumOp<long>, at_cuda_detail::cub::detail::InputValue<long, long*>, int)","0.05279799999960232","0","0.05279799999960232","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::compute_num_of_partial_segments<long>(long const*, long const*, long const*, long*)","0.02556899999920279","0","0.02556899999920279","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::krn_partial_segment_offset<long>(long*, long const*, long const*, long const*, long const*)","0.05398199999413919","0","0.05398199999413919","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::compute_grad_weight<float, long>(long const*, float const*, long const*, long, long, long const*, long const*, at::AccumulateType<float, true>::type*, long)","2.237220999998972","0","2.237220999998972","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::sum_and_scatter<float, long>(long const*, float*, long, long const*, long const*, at::AccumulateType<float, true>::type const*, long const*, long const*, long, long)","1.0207690000003204","0","1.0207690000003204","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::LpNormFunctor<float, (at::native::NormType)1, float, 1, 1, 0>, float*, int>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::LpNormFunctor<float, (at::native::NormType)1, float, 1, 1, 0>, float*, int)","22.52949000001163","0","22.52949000001163","0","77","","0","0","0","0"
"void at::native::lpnorm_cleanup<float, (at::native::NormType)1, float, float>(float const*, at::native::TensorListAddresses, int)","0.056863999996799974","0","0.056863999996799974","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_aligned16_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)","0.06703999999468215","0","0.06703999999468215","0","22","","0","0","0","0"
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4>)","0.056672999996575525","0","0.056672999996575525","0","11","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","0.025120000001741572","0","0.025120000001741572","0","11","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","0.026433999999193474","0","0.026433999999193474","0","11","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarTensorFunctor<float, 1, 1, 0>, std::multiplies<float>, float*, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarTensorFunctor<float, 1, 1, 0>, std::multiplies<float>, float*, float)","46.731986999999386","0","46.731986999999386","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)","94.97756800001825","0","94.97756800001825","0","154","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)","69.67497999999964","0","69.67497999999964","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)","69.36860900001635","0","69.36860900001635","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)","46.983187999998684","0","46.983187999998684","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)","47.082251000008426","0","47.082251000008426","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)","47.206548000006585","0","47.206548000006585","0","77","","0","0","0","0"
"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)","88.53870499998587","0","88.53870499998587","0","77","","0","0","0","0"
"ProfilerStep*","19806.506787999995","0","19806.506787999995","0","10","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","0.3277119999988936","0","0.3277119999988936","0","40","","0","0","0","0"
"aten::view","0","17.28182999999146","0","17.279858999990626","6040","","0","0","0","0"
"aten::arange","0.1215440000006929","3.8968020000034014","0.06077200000034645","0.8113769999931101","60","","1.5625","0","0","0"
"aten::empty","0","123.89152800009447","0","34.706846000089776","4371","","102355.537109375","102355.537109375","0.0029754638671875","0.0029754638671875"
"aten::resize_","0","0.6831630000059958","0","0.6831630000059958","90","","540.78125","540.78125","0","0"
"cudaLaunchKernel","0","186.67216800016422","0","186.64664900016203","9830","","0","0","0","0"
"aten::unsqueeze","0","3.323330000031041","0","2.6629200000448616","1500","","0","0","0","0"
"aten::as_strided","0","6.851752000035486","0","6.851752000035486","6930","","0","0","0","0"
"aten::embedding","3.6141880000007807","3.274430999995442","0","0.8078379999904428","40","","540","0","0","0"
"aten::reshape","0","6.746524000065867","0","3.0720520000911784","1540","","0","0","0","0"
"aten::index_select","3.6141880000007807","2.2456649999993386","3.6141880000007807","1.0016089999927207","40","","540","0","0","0"
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)","3.6141880000007807","0","3.6141880000007807","0","40","","0","0","0","0"
"aten::add","665.0211740000116","28.384391999970422","665.0211740000116","18.957730999937514","1000","","59552.3779296875","59528.3779296875","0","0"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})","1.8067880000039003","0","1.8067880000039003","0","20","","0","0","0","0"
"aten::dropout","15.188067000010982","104.05604600000638","0","0.8298790000255686","500","","3000.474609375","0","0","0"
"aten::layer_norm","59.39172200001334","39.70747800000012","0","2.5650980000228154","500","","12015.625","-15.625","0","0"
"aten::native_layer_norm","59.39172200001334","37.1423799999773","59.39172200001334","15.904083999959985","500","","12031.25","0","0","0"
"aten::addmm","2387.4708780000087","65.52754899999476","2387.4708780000087","41.931047999986916","960","","51840.8642578125","51838.8642578125","0","0"
"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags","0","3.6930100000055974","0","3.6930100000055974","1240","","0","0","0","0"
"cudaFuncSetAttribute","0","534.7408569999831","0","534.7408569999831","740","","0","0","0","0"
"aten::split","0","8.279410999999614","0","2.837672999993665","240","","0","0","0","0"
"aten::narrow","0","5.415670000005979","0","2.1467710000206717","720","","0","0","0","0"
"aten::slice","0","4.0335289999807715","0","2.936290999974124","800","","0","0","0","0"
"aten::permute","0","5.950685999978567","0","5.0934949999623935","1080","","0","0","0","0"
"aten::scaled_dot_product_attention","589.8186679999984","30.86904799999902","0","4.563853000007803","240","","5805","0","0.0018310546875","-0.0018310546875"
"aten::_scaled_dot_product_efficient_attention","589.8186679999984","26.30519499999122","0","4.7203390000246","240","","5805","0","0.003662109375","0"
"aten::transpose","0","14.527389000033262","0","10.43022499999986","3420","","0","0","0","0"
"aten::_efficient_attention_forward","589.8186679999984","17.890802999982842","589.8186679999984","7.745133999937679","240","","5805","-24","0.003662109375","-0.00000762939453125"
"cudaStreamIsCapturing","0","0.9703299999632873","0","0.9703299999632873","677","","0","0","0","0"
"cudaMemsetAsync","0","10.746996000028913","0","10.746996000028913","1680","","0","0","0","0"
"cudaOccupancyMaxActiveBlocksPerMultiprocessor","0","1.3611920000207611","0","1.3611920000207611","720","","0","0","0","0"
"aten::mul","1810.176911999984","48.98354700001213","1810.176911999984","31.077079000013416","1930","","175680.0048828125","175680.0048828125","0","0"
"aten::pow","309.67401599997794","12.47579000000516","309.67401599997794","8.20625700001954","360","","34560","34560","0","0"
"aten::result_type","0","1.0558469999511726","0","1.0558469999511726","9240","","0","0","0","0"
"aten::tanh","207.43253800001787","5.837480999986874","207.43253800001787","3.9476119999755173","240","","23040","23040","0","0"
"aten::linear","1875.884103","2.522505000000587","0","0.1567390000007581","20","","31410.625","0","0","0"
"aten::t","0","8.863247000029544","0","3.76431500001112","1020","","0","0","0","0"
"aten::matmul","1875.884103","2.0924090000004507","0","0.2796059999894351","20","","31410.625","0","0","0"
"aten::mm","5343.646549000026","44.12324300007569","5343.646549000026","27.87174700001045","1000","","56542.849609375","56542.849609375","0","0"
"aten::_unsafe_view","0","0.09792799999914133","0","0.09792799999914133","20","","0","0","0","0"
"aten::contiguous","290.46054899999194","7.114355000001844","0","0.36756600002455525","160","","31426.201171875","0","0","0"
"aten::clone","290.46054899999194","6.746788999977289","0","0.8341459999852814","160","","31426.201171875","0","0","0"
"aten::empty_like","0","7.994481999992626","0","1.6884889999313746","490","","36827.9306640625","0","0","0"
"aten::cross_entropy_loss","290.6400120000043","2.6819080000040123","0","0.23907800001231955","20","","15689.990234375","-15689.9755859375","0","0"
"aten::log_softmax","283.72172500000454","1.3101239999961107","0","0.1428979999879375","20","","31379.951171875","0","0","0"
"aten::_log_softmax","283.72172500000454","1.1583390000024811","283.72172500000454","0.5972949999985285","20","","31379.951171875","31379.951171875","0","0"
"aten::nll_loss_nd","6.918286999999778","1.1327059999955817","0","0.08806999999890104","20","","0.0146484375","0","0","0"
"aten::nll_loss","6.918286999999778","1.0446359999966808","0","0.1082549999996554","20","","0.0146484375","-0.0048828125","0","0"
"aten::nll_loss_forward","6.918286999999778","0.9363809999970254","6.918286999999778","0.6830959999952465","20","","0.01953125","0.01953125","0","0"
"cudaFree","0","801.5357430000096","0","801.5357430000096","89","","0","0","0","0"
